County Name,Total Population,Median Age,White Alone,Black/African American,Hispanic or Latino,Asian Alone,Median Household Income,Per Capita Income,Persons in Poverty,Unemployment Count,Total Housing Units,Median Gross Rent,Median Home Value,state,county
"Broome County, New York",198365,39.7,163872,10808,9431,9782,58317,33674,35991,6514,92596,882,139200,36,007
"Cattaraugus County, New York",77000,42.5,69289,1192,1828,549,56889,30286,13016,1897,40254,745,105100,36,009
"Cayuga County, New York",76171,43.4,68242,2625,2428,575,63227,35579,9744,1545,36701,868,158900,36,011
"Chautauqua County, New York",127440,42.8,113168,3352,10333,894,54625,30718,21513,3161,66350,759,110900,36,013
"Chemung County, New York",83584,41.7,71833,4470,2874,1275,61358,34304,12118,2479,39035,991,128200,36,015
"Chenango County, New York",47096,44.9,44432,370,1125,248,61741,32708,5747,1624,24384,798,121100,36,017
"Clinton County, New York",79839,40.9,72093,2845,2340,1151,67097,34834,9586,1755,37309,944,165200,36,019
"Columbia County, New York",61469,49.3,52887,2062,3338,1378,81741,49093,6157,1865,33292,1114,283700,36,021
"Cortland County, New York",46755,36.3,42782,998,1408,596,65029,31594,5575,1320,20803,884,148200,36,023
"Delaware County, New York",44637,48.9,41231,616,1928,360,58338,33332,6295,1253,30092,785,160400,36,025
"Dutchess County, New York",296467,42.9,217242,31418,40137,10111,94578,49379,24165,7749,122129,1425,348700,36,027
"Erie County, New York",951232,40.1,717085,122787,56711,41161,68014,39703,127623,24274,438630,984,197400,36,029
"Essex County, New York",37314,49.2,34753,977,1066,115,68090,39049,3670,924,25262,875,189500,36,031
"Franklin County, New York",47459,41.9,39855,1656,1422,320,60270,30411,7719,1049,25352,788,131600,36,033
"Fulton County, New York",53280,44.2,48512,830,2073,442,60557,33282,7280,1095,28164,855,142000,36,035
"Genesee County, New York",58204,42.7,52954,1188,2050,476,68178,35053,5974,1433,26039,866,148600,36,037
"Greene County, New York",48067,47.0,41433,2515,3137,533,70294,38587,4713,630,29007,1013,229500,36,039
"Hamilton County, New York",5090,56.4,4706,58,102,16,66891,37326,541,115,7920,902,204900,36,041
"Herkimer County, New York",60293,44.3,56310,700,1503,285,68104,34394,7140,1224,32445,776,130900,36,043
"Jefferson County, New York",117445,32.8,98846,6888,9326,1842,62782,32775,14310,3017,61573,1143,169600,36,045
"Kings County, New York",2679620,35.9,1082004,803621,506473,321110,74692,43165,503524,98832,1079551,1715,865300,36,047
"Lewis County, New York",26690,42.0,25428,290,439,60,64401,31127,3459,646,15501,768,146100,36,049
"Livingston County, New York",61980,41.7,56557,1380,2417,606,70443,35673,6667,1418,27150,919,159900,36,051
"Madison County, New York",68020,42.5,62497,1141,1695,688,68869,37666,5961,1333,30671,867,162800,36,053
"Monroe County, New York",756406,39.3,546529,112897,72266,28883,71450,40937,98468,20782,336324,1085,182700,36,055
"Montgomery County, New York",49624,40.6,41127,1580,7650,390,58033,29961,7383,1386,22924,867,132300,36,057
"Nassau County, New York",1389160,41.7,861432,160936,243684,156363,137709,60456,73765,34340,476982,2131,633800,36,059
"New York County, New York",1645867,38.5,842952,230583,428297,199086,99880,89702,252677,64535,913058,2024,1104000,36,061
"Niagara County, New York",212230,43.1,180212,14059,7542,2495,65882,36556,27046,6155,100182,823,163100,36,063
"Oneida County, New York",231055,40.9,191180,13909,14936,9824,66402,35284,31854,4771,105054,889,157600,36,065
"Onondaga County, New York",472637,39.4,362589,52245,25562,18931,71479,39371,63066,13526,211312,1002,172800,36,067
"Ontario County, New York",112288,43.8,101505,2457,5852,1588,76603,43046,9803,2278,52636,1061,192800,36,069
"Orange County, New York",401237,36.8,269528,45972,89494,11550,91806,40410,51059,10387,147158,1494,337800,36,071
"Orleans County, New York",40148,43.2,35018,2167,2122,270,61069,33054,4801,1153,18244,840,122200,36,073
"Oswego County, New York",118037,40.3,110043,1249,3401,925,65054,33904,19320,4321,54570,899,131800,36,075
"Otsego County, New York",59678,40.8,54377,1312,2506,908,65778,34573,7090,1426,29965,927,166500,36,077
"Putnam County, New York",97942,44.1,78451,3357,16898,2190,120970,53105,6129,2322,38323,1691,421800,36,079
"Queens County, New York",2360826,39.9,720630,417637,661807,614652,82431,39201,272926,86855,896825,1847,677700,36,081
"Rensselaer County, New York",160943,40.0,133037,10759,8761,4998,83734,42728,17789,4795,74186,1141,230800,36,083
"Richmond County, New York",492925,40.3,326334,48670,92411,56516,96185,43199,50556,12999,183524,1602,637100,36,085
"Rockland County, New York",337326,35.3,225889,38683,62908,20566,106173,44212,50181,9844,108165,1755,528900,36,087
"St. Lawrence County, New York",108670,38.8,100370,2421,2577,1128,58339,29827,16674,2995,51780,788,114700,36,089
"Saratoga County, New York",236328,43.3,213299,3908,8320,6993,97038,51931,15248,4588,110095,1305,306000,36,091
"Schenectady County, New York",159447,39.7,114752,16800,12290,7837,75056,39791,18013,4857,70843,1092,204400,36,093
"Schoharie County, New York",29970,45.7,27321,523,1110,295,71479,37280,2904,778,16517,883,169400,36,095
"Schuyler County, New York",17855,47.3,16843,169,340,142,61316,35062,2781,492,9671,808,151100,36,097
"Seneca County, New York",33651,43.0,30133,1498,1285,236,64050,34212,4144,705,16116,871,132000,36,099
"Steuben County, New York",93584,42.8,87093,1442,1672,1538,62506,35282,12388,2838,47507,832,121000,36,101
"Suffolk County, New York",1524486,41.7,1111855,115996,313371,64985,122498,54127,97307,39103,578977,2113,490800,36,103
"Sullivan County, New York",78725,41.9,58757,6628,13663,1528,67841,37854,11211,2673,49390,996,220200,36,105
"Tioga County, New York",48344,44.7,45662,558,1043,435,70427,37691,4848,1346,21909,894,144200,36,107
"Tompkins County, New York",102555,32.6,80182,4158,5521,9871,69995,40781,14232,2429,46728,1320,264300,36,109
"Ulster County, New York",182153,44.2,142478,11022,20154,3573,77197,43168,25740,4604,85916,1269,288400,36,111
"Warren County, New York",65684,46.7,61373,906,1909,475,74531,44183,5607,1399,40039,1062,240600,36,113
"Washington County, New York",61310,44.6,56445,1595,1815,367,68703,34233,6641,1546,29063,964,176900,36,115
"Wayne County, New York",91324,43.6,81988,2214,4362,801,71007,36834,9958,1964,42274,877,151900,36,117
"Westchester County, New York",997904,41.3,571908,145484,257189,62024,114651,67776,83412,31868,389146,1796,619000,36,119
"Wyoming County, New York",40338,42.9,36228,1473,1352,248,65066,35228,4037,769,18137,787,143000,36,121
"Yates County, New York",24713,41.7,23683,133,544,253,63974,32291,3347,361,13113,773,159800,36,123
"Alamance County, North Carolina",171779,39.1,112619,33714,23200,2817,60866,32105,23763,4323,74055,959,197700,37,001
"Alexander County, North Carolina",36505,43.9,32093,1597,1872,393,62764,30510,4295,982,16035,735,169300,37,003
"Alleghany County, North Carolina",10989,50.6,10270,212,1103,35,42115,32330,2127,247,7726,708,171800,37,005
"Anson County, North Carolina",22200,41.1,10218,10652,1012,335,42000,22854,3913,599,9963,818,116300,37,007
"Ashe County, North Carolina",26759,49.6,25585,263,1406,117,49176,29683,3734,629,17026,730,199200,37,009
"Avery County, North Carolina",17679,46.5,15773,644,904,83,53513,30578,1653,353,13915,811,215900,37,011
"Beaufort County, North Carolina",44711,46.9,31510,10344,3734,109,56081,32936,7524,1146,24299,835,159900,37,013
"Bertie County, North Carolina",17818,45.9,6188,10987,258,136,41652,27311,3500,431,9008,823,87500,37,015
"Bladen County, North Carolina",29807,45.0,16874,10057,2411,93,40476,26544,7188,635,15348,731,115900,37,017
"Brunswick County, North Carolina",139721,55.7,116031,12048,7114,833,71193,42263,12578,2969,90454,1187,284100,37,019
"Buncombe County, North Carolina",269449,42.3,229554,15089,19093,3106,66531,39495,29543,4984,130081,1209,328900,37,021
"Burke County, North Carolina",87799,45.1,72967,5181,5858,2996,53732,30633,14453,2520,39773,768,155500,37,023
"Cabarrus County, North Carolina",226396,37.6,146679,42874,25629,11170,83828,38690,18865,5832,88031,1185,281600,37,025
"Caldwell County, North Carolina",80716,45.1,70428,3496,4967,440,52362,29125,10551,2235,37125,717,158300,37,027
"Camden County, North Carolina",10547,41.1,8558,851,391,144,79120,34117,619,291,4170,1151,261000,37,029
"Carteret County, North Carolina",68353,49.9,60190,2912,3102,833,66965,39817,6489,1537,51096,1009,277400,37,031
"Caswell County, North Carolina",22747,46.4,13719,7278,1089,194,56999,27503,3288,605,10493,678,138600,37,033
"Catawba County, North Carolina",161011,41.5,124060,13044,16667,6584,62070,34369,20605,4113,71047,866,194000,37,035
"Chatham County, North Carolina",76754,47.6,57509,8280,9332,1277,84222,53291,7877,1005,34190,995,373300,37,037
"Cherokee County, North Carolina",28868,52.9,26502,420,1071,150,49254,28752,4770,590,18006,819,193500,37,039
"Chowan County, North Carolina",13835,48.7,8358,4638,510,15,51188,32479,2837,267,7162,814,181400,37,041
"Clay County, North Carolina",11186,54.1,10571,113,432,128,57065,34382,1493,181,7320,793,251900,37,043
"Cleveland County, North Carolina",99527,41.4,72559,20110,4113,968,50723,27522,17926,2970,43782,794,155000,37,045
"Columbus County, North Carolina",50827,41.8,30854,14552,2996,249,43206,24236,10149,1158,23641,738,119800,37,047
"Craven County, North Carolina",101098,38.5,69166,21224,7857,2652,61676,33963,13507,2153,47051,1056,194100,37,049
"Cumberland County, North Carolina",335207,31.7,151226,124680,41992,8339,55551,29681,55872,10785,142702,1098,166600,37,051
"Currituck County, North Carolina",28616,42.5,24837,1594,1360,248,82793,40352,2409,465,16219,1217,314100,37,053
"Dare County, North Carolina",37160,48.1,32650,1164,2809,170,79742,45669,2398,1024,34493,1259,386600,37,055
"Davidson County, North Carolina",169498,42.6,137816,16348,13291,2652,58473,31024,23343,3486,74958,822,184300,37,057
"Davie County, North Carolina",43030,45.2,36814,1782,3157,323,69105,36570,4958,946,18845,838,219400,37,059
"Duplin County, North Carolina",49312,40.6,30070,10598,11446,236,49376,25428,9024,1246,23865,765,112400,37,061
"Durham County, North Carolina",325101,35.8,154835,111478,44807,16949,74927,43945,38202,7670,145518,1301,311300,37,063
"Edgecombe County, North Carolina",49067,41.6,18815,27597,2652,108,46370,25813,10652,1922,23229,779,106200,37,065
"Forsyth County, North Carolina",383739,38.4,231971,99010,52425,9334,61229,35600,56760,10536,171040,969,205700,37,067
"Franklin County, North Carolina",69680,41.0,44934,16666,6537,462,70493,33313,6614,2046,29764,971,209500,37,069
"Gaston County, North Carolina",228972,39.9,166431,39351,18383,3904,62628,33806,27965,5678,98616,1005,206700,37,071
"Gates County, North Carolina",10509,47.3,6637,3310,337,6,55750,28091,1482,466,4819,921,153000,37,073
"Graham County, North Carolina",8047,45.3,6898,39,332,0,46010,25835,894,263,5272,580,134000,37,075
"Granville County, North Carolina",61161,42.5,35983,17841,5704,404,68079,31604,8245,1314,24344,937,208600,37,077
"Greene County, North Carolina",20407,40.0,10428,6591,3243,15,50320,21972,4016,470,7889,826,108300,37,079
"Guilford County, North Carolina",539557,37.2,275155,184784,46429,28000,62880,36563,78085,14457,233332,1049,215700,37,081
"Halifax County, North Carolina",48772,43.6,18584,25181,1592,420,41629,25504,11347,1872,24847,760,98700,37,083
"Harnett County, North Carolina",134718,35.2,87411,27962,18477,1599,64992,29678,18893,3002,53252,1022,195900,37,085
"Haywood County, North Carolina",62152,47.7,57454,513,2812,259,56596,34609,7440,1023,35051,954,227500,37,087
"Henderson County, North Carolina",116469,47.7,101264,3948,12313,1506,65508,37457,13087,1994,56744,1032,291500,37,089
"Hertford County, North Carolina",21633,41.7,7343,12622,1004,232,46196,25313,3959,670,9864,846,103600,37,091
"Hoke County, North Carolina",52612,33.5,22292,17613,7758,748,57141,27991,8840,1304,20322,1036,177500,37,093
"Hyde County, North Carolina",4636,46.8,2722,1325,573,0,43724,19258,1209,135,2939,917,105300,37,095
"Iredell County, North Carolina",187839,40.8,145120,21937,15549,4795,73103,40959,17505,4521,79853,1105,261200,37,097
"Jackson County, North Carolina",42388,39.2,34309,877,2768,468,51482,31384,7476,1210,26967,804,240500,37,099
"Johnston County, North Carolina",219042,38.4,152984,36185,31751,1513,75288,35078,23185,4189,85278,970,240100,37,101
"Jones County, North Carolina",9263,47.9,5764,2567,529,95,53053,28373,1622,193,4669,680,115400,37,103
"Lee County, North Carolina",63560,39.6,43650,12054,12691,805,60941,30083,9934,1559,26560,923,186000,37,105
"Lenoir County, North Carolina",55071,42.7,28400,22117,4553,446,43063,26697,12093,1747,26681,792,101600,37,107
"Lincoln County, North Carolina",87933,44.3,75764,4915,6642,719,75672,40574,8062,1961,37715,928,241200,37,109
"McDowell County, North Carolina",44629,44.3,39732,1621,2884,472,53532,29047,6463,1097,21328,725,153300,37,111
"Macon County, North Carolina",37088,50.6,33707,383,2918,331,51042,32623,5661,563,26929,818,210900,37,113
"Madison County, North Carolina",21414,44.6,19996,245,571,83,56664,33821,2566,170,11092,760,236300,37,115
"Martin County, North Carolina",21992,46.7,11503,9171,959,125,44799,25769,4425,970,11108,758,99200,37,117
"Mecklenburg County, North Carolina",1115403,35.4,539668,349308,155481,69559,79265,48625,115796,28592,481307,1413,334700,37,119
"Mitchell County, North Carolina",14989,47.4,13980,120,901,52,55534,31696,1959,443,8665,701,191400,37,121
"Montgomery County, North Carolina",25839,43.7,17424,4454,4112,384,55523,29346,4035,350,14926,710,139900,37,123
"Moore County, North Carolina",100759,43.0,79661,10370,7384,1276,77981,42094,9380,1990,48595,1084,284000,37,125
"Nash County, North Carolina",95015,41.7,47001,38450,7122,718,56770,31987,13523,2972,43320,879,162100,37,127
"New Hanover County, North Carolina",228134,40.2,180420,27648,13857,3007,67515,43378,28197,5845,114625,1249,320000,37,129
"Northampton County, North Carolina",17528,51.3,7087,9458,463,11,45698,29047,3132,565,10652,764,96000,37,131
"Onslow County, North Carolina",203686,26.9,143660,28351,27060,3822,59976,29214,23314,4665,84531,1132,196800,37,133
"Orange County, North Carolina",145919,36.2,105171,15949,12740,11383,85785,50449,16503,2934,61213,1316,395600,37,135
"Pamlico County, North Carolina",12317,54.2,9330,2376,553,80,55867,32677,1588,219,7206,830,198600,37,137
"Pasquotank County, North Carolina",40454,39.0,22871,14363,2501,544,61411,31762,4370,1093,17445,1039,201500,37,139
"Pender County, North Carolina",61592,42.6,46696,8171,4804,318,74538,36352,7050,1904,30283,1039,240800,37,141
"Perquimans County, North Carolina",13053,49.8,9371,2978,415,55,59401,31919,1724,272,6906,1033,211100,37,143
"Person County, North Carolina",39131,43.7,26043,9987,1911,189,60688,33456,6665,727,18372,777,173200,37,145
"Pitt County, North Carolina",171196,33.2,93580,60117,11540,2967,54915,32224,32978,6537,80763,911,178700,37,147
"Polk County, North Carolina",19538,54.2,17351,948,1162,40,60465,35916,2116,381,10881,984,255000,37,149
"Randolph County, North Carolina",144403,41.4,118493,8163,17837,1728,56423,29131,21016,2743,62249,813,158300,37,151
"Richmond County, North Carolina",43149,40.1,24952,13775,3085,312,42354,24416,9631,1901,19768,720,111900,37,153
"Robeson County, North Carolina",117573,36.8,30143,27784,11005,784,39393,21998,30923,2959,48811,741,87700,37,155
"Rockingham County, North Carolina",91209,45.1,66592,16080,5910,514,50737,29239,16806,2733,43586,743,142900,37,157
"Rowan County, North Carolina",147067,40.7,108005,23543,14375,1581,59717,31108,23443,4483,63508,925,187300,37,159
"Rutherford County, North Carolina",64680,44.9,54235,5585,3250,351,50512,28873,11655,1700,32640,729,158200,37,161
"Sampson County, North Carolina",59317,39.6,33200,14931,12462,328,49963,25969,12959,1509,25685,752,116600,37,163
"Scotland County, North Carolina",34222,39.0,14265,13330,1234,137,41948,24464,8360,1528,14422,736,99900,37,165
"Stanly County, North Carolina",62723,41.4,51085,7093,2995,1181,60634,30857,8369,1304,27802,816,190700,37,167
"Stokes County, North Carolina",44696,47.4,40946,1943,1603,19,57539,32601,5281,1110,21285,784,168600,37,169
"Surry County, North Carolina",71429,43.8,62836,2690,8217,456,52743,30274,12615,1620,33549,706,153700,37,171
"Swain County, North Carolina",14130,41.6,8786,169,973,74,52818,28624,2747,467,8451,690,178900,37,173
"Transylvania County, North Carolina",33131,52.4,29993,1476,1148,18,62056,36660,4305,589,19072,861,298600,37,175
"Tyrrell County, North Carolina",3389,45.3,1999,1118,291,12,55341,22403,430,48,1845,722,140500,37,177
"Union County, North Carolina",240109,38.9,178008,27360,28320,9115,95533,43957,16125,5385,84798,1274,336600,37,179
"Vance County, North Carolina",42492,40.7,17378,20770,3619,391,48340,26771,7862,1360,19392,830,133000,37,181
"Wake County, North Carolina",1132103,37.0,692488,222729,117995,89236,96734,50188,90909,26216,466760,1412,385700,37,183
"Warren County, North Carolina",18803,48.6,7224,8978,791,108,42282,29771,3819,775,11438,726,121300,37,185
"Washington County, North Carolina",11051,48.0,5060,5335,684,19,38927,26209,2354,566,6061,755,97800,37,187
"Watauga County, North Carolina",54540,32.1,50349,981,2165,767,50034,30807,12190,2718,32783,1067,283000,37,189
"Wayne County, North Carolina",117480,37.5,67475,36035,14934,1346,54323,30540,20581,2656,52882,899,152300,37,191
"Wilkes County, North Carolina",66125,45.3,58549,2446,4629,297,49119,27592,11148,1814,31743,712,146200,37,193
"Wilson County, North Carolina",78667,40.9,36875,31173,8791,780,49827,28715,15714,2426,36429,853,153800,37,195
"Yadkin County, North Carolina",37280,44.5,32621,1189,4319,21,57486,32680,5102,935,17065,711,160500,37,197
"Yancey County, North Carolina",18538,48.0,17253,82,1001,67,53103,31037,2811,631,11266,757,206100,37,199
"Adams County, North Dakota",2190,46.9,2094,11,83,12,57950,35830,284,7,1337,589,109600,38,001
"Barnes County, North Dakota",10826,43.6,9889,201,253,137,64447,38626,1329,189,5693,773,157800,38,003
"Benson County, North Dakota",5960,31.0,2391,15,81,35,63220,24490,1614,47,2574,563,79300,38,005
"Billings County, North Dakota",839,40.6,827,0,12,0,74000,36923,92,9,493,650,237500,38,007
"Bottineau County, North Dakota",6411,44.3,5858,31,160,24,80113,45506,499,110,3976,670,188500,38,009
"Bowman County, North Dakota",2975,41.6,2808,0,162,0,79709,38585,310,62,1645,862,168200,38,011
"Burke County, North Dakota",2184,44.8,2031,15,23,56,94583,50714,142,22,1413,669,135100,38,013
"Burleigh County, North Dakota",98443,37.7,86027,1912,2826,819,82141,43615,7526,1439,42968,975,302300,38,015
"Cass County, North Dakota",186328,32.7,157536,12027,5592,5995,73249,43474,19590,3193,85944,909,270300,38,017
"Cavalier County, North Dakota",3691,47.8,3436,0,33,5,61174,44346,358,15,2114,731,122900,38,019
"Dickey County, North Dakota",5003,38.1,4582,11,240,50,60250,35649,433,81,2398,759,164700,38,021
"Divide County, North Dakota",2195,44.0,1973,70,120,11,95938,43850,140,33,1375,1032,162900,38,023
"Dunn County, North Dakota",4049,42.7,3282,30,253,8,91758,50132,270,47,2178,906,251700,38,025
"Eddy County, North Dakota",2345,46.4,2133,0,63,0,50375,34852,275,26,1274,555,108400,38,027
"Emmons County, North Dakota",3297,50.5,3154,6,48,10,63750,38027,217,23,2046,585,110200,38,029
"Foster County, North Dakota",3388,45.1,3225,16,19,2,78426,41796,274,3,1773,710,160300,38,031
"Golden Valley County, North Dakota",1734,45.7,1554,3,92,0,84750,35953,215,46,930,838,142500,38,033
"Grand Forks County, North Dakota",72927,30.3,61283,2755,3482,2066,64698,37159,9708,1392,33567,941,235400,38,035
"Grant County, North Dakota",2320,49.4,2159,2,40,72,57069,37252,349,31,1675,629,88800,38,037
"Griggs County, North Dakota",2309,51.9,2224,0,35,0,66688,43383,144,14,1377,499,119500,38,039
"Hettinger County, North Dakota",2477,41.3,2299,12,14,6,66797,40931,236,50,1423,852,111100,38,041
"Kidder County, North Dakota",2391,48.4,2250,5,110,0,57240,32974,297,10,1648,740,140300,38,043
"LaMoure County, North Dakota",4135,45.8,3971,16,82,3,70227,37453,488,35,2077,571,116900,38,045
"Logan County, North Dakota",1849,49.2,1763,2,51,1,59750,33240,145,11,1078,771,94400,38,047
"McHenry County, North Dakota",5326,43.0,5087,39,76,40,78071,39973,540,116,2837,753,136600,38,049
"McIntosh County, North Dakota",2529,53.6,2353,16,66,18,64375,37236,329,7,1701,605,83300,38,051
"McKenzie County, North Dakota",14081,30.5,11236,303,1488,78,83813,44409,1856,117,7639,1192,330200,38,053
"McLean County, North Dakota",9781,46.3,8624,40,261,83,80556,40448,661,64,5759,766,222100,38,055
"Mercer County, North Dakota",8366,44.0,7689,21,219,62,82155,39783,785,105,4667,1039,192000,38,057
"Morton County, North Dakota",33192,36.7,29380,431,1401,132,79555,42603,2647,372,15184,973,247200,38,059
"Mountrail County, North Dakota",9648,34.7,5752,179,880,69,81886,39603,1182,157,5045,929,205000,38,061
"Nelson County, North Dakota",3025,50.0,2811,0,117,44,62219,37130,316,17,1803,539,107400,38,063
"Oliver County, North Dakota",1832,48.1,1683,0,61,6,69722,36532,211,23,908,594,226900,38,065
"Pembina County, North Dakota",6853,45.6,6227,66,255,34,64243,39230,609,142,3526,658,112700,38,067
"Pierce County, North Dakota",3999,44.6,3723,10,49,65,59583,35931,429,19,2033,757,154400,38,069
"Ramsey County, North Dakota",11613,40.0,9540,65,377,112,61490,35624,1761,45,5857,663,193300,38,071
"Ransom County, North Dakota",5663,42.7,5117,125,117,65,71462,36706,542,80,2552,840,145900,38,073
"Renville County, North Dakota",2282,38.2,2227,0,58,4,77067,37370,142,27,1253,885,165500,38,075
"Richland County, North Dakota",16548,37.3,15073,138,598,25,67089,38265,1705,219,7537,725,164500,38,077
"Rolette County, North Dakota",12292,31.1,2219,102,297,53,53806,23160,2969,308,4650,482,90200,38,079
"Sargent County, North Dakota",3828,44.2,3524,100,125,12,75648,42970,234,31,2006,837,134900,38,081
"Sheridan County, North Dakota",1338,52.3,1282,0,6,0,68684,40365,92,5,817,439,108500,38,083
"Sioux County, North Dakota",3896,27.1,480,10,38,0,41201,17185,1521,278,1275,430,97200,38,085
"Slope County, North Dakota",837,54.1,800,0,1,0,70625,40987,39,20,464,531,109900,38,087
"Stark County, North Dakota",32989,34.3,28984,818,2018,416,78734,40025,3255,494,15366,988,255200,38,089
"Steele County, North Dakota",1774,45.3,1708,4,39,0,85750,40435,231,19,1114,594,119900,38,091
"Stutsman County, North Dakota",21609,40.3,20007,440,607,164,59167,37288,2625,528,10389,746,191000,38,093
"Towner County, North Dakota",2152,49.1,1866,8,83,9,61250,37116,288,17,1319,622,127600,38,095
"Traill County, North Dakota",8004,40.6,7381,69,310,26,81157,40942,495,86,3674,709,172700,38,097
"Walsh County, North Dakota",10553,44.6,9423,82,1278,73,68082,37344,1000,120,5219,695,111700,38,099
"Ward County, North Dakota",69532,33.0,58044,2997,4691,1141,78143,40896,6127,1329,32297,1005,249800,38,101
"Wells County, North Dakota",3990,49.7,3857,0,97,11,59732,41957,419,35,2324,594,104200,38,103
"Williams County, North Dakota",39076,31.9,31579,2030,3702,420,86139,44076,2865,516,20185,1097,255000,38,105
"Adams County, Ohio",27509,42.2,26532,131,303,127,46234,25428,5313,643,12716,667,138700,39,001
"Allen County, Ohio",102087,39.8,83081,10963,3548,850,58976,31523,12081,2995,44692,844,147000,39,003
"Ashland County, Ohio",52522,41.5,50178,409,883,320,62254,30303,5950,956,22491,815,163600,39,005
"Ashtabula County, Ohio",97666,42.6,88110,3487,4625,371,53663,29586,17024,3460,46291,811,139000,39,007
"Athens County, Ohio",61276,32.2,55686,1557,1231,1604,48750,27366,13049,1706,26420,907,161700,39,009
"Auglaize County, Ohio",46263,40.7,44115,400,849,152,75231,36849,3005,706,19961,815,168200,39,011
"Belmont County, Ohio",66554,44.1,61237,2014,776,409,56943,30563,8800,1828,31636,754,130200,39,013
"Brown County, Ohio",43715,41.9,42178,451,545,118,66677,31823,6829,873,19374,785,164500,39,015
"Butler County, Ohio",388327,37.2,311138,32073,20213,15372,77062,37650,44672,9906,154056,1048,224300,39,017
"Carroll County, Ohio",26761,45.9,25531,208,372,0,59872,33798,3206,486,13407,756,157500,39,019
"Champaign County, Ohio",38715,41.7,36025,756,665,162,70486,33377,3512,896,16870,856,166900,39,021
"Clark County, Ohio",135877,41.4,115436,11031,5113,860,58954,31099,20647,4397,61040,820,144900,39,023
"Clermont County, Ohio",208851,40.5,194703,2920,4546,2509,79573,41566,17309,4499,86713,984,224800,39,025
"Clinton County, Ohio",42077,40.5,39275,822,812,308,64210,32533,5905,1005,17938,837,172800,39,027
"Columbiana County, Ohio",101723,44.5,95149,2219,2040,493,55473,30553,12948,2394,46164,696,124400,39,029
"Coshocton County, Ohio",36629,40.6,35013,415,444,155,52048,27280,6804,1010,16337,694,128600,39,031
"Crawford County, Ohio",41861,42.9,40074,369,769,274,52486,29566,5759,1123,19868,746,117000,39,033
"Cuyahoga County, Ohio",1256620,40.4,751741,365216,81987,40087,60074,39807,203273,46793,615881,952,168700,39,035
"Darke County, Ohio",51751,41.7,49763,364,894,217,60237,32732,5641,667,22619,731,157800,39,037
"Defiance County, Ohio",38300,40.8,34054,666,4105,128,69302,33533,3950,959,16563,808,147600,39,039
"Delaware County, Ohio",216074,39.8,179350,8523,6294,15743,123995,56963,9668,3593,82131,1338,393000,39,041
"Erie County, Ohio",75299,44.8,62352,6743,3592,558,65171,38158,8501,2310,38298,884,169400,39,043
"Fairfield County, Ohio",159371,39.5,133707,13477,4013,3497,82969,38783,13579,2983,62743,1042,247800,39,045
"Fayette County, Ohio",28901,41.2,26472,803,675,236,56773,30666,4499,586,12685,772,151400,39,047
"Franklin County, Ohio",1318149,34.6,819022,302564,79457,71316,71070,41148,187488,33991,582701,1169,243100,39,049
"Fulton County, Ohio",42602,41.4,38861,213,3880,214,71453,35230,3577,746,17701,807,163100,39,051
"Gallia County, Ohio",29276,40.2,27210,539,429,246,55533,28943,4916,505,13462,803,134000,39,053
"Geauga County, Ohio",95455,44.6,90028,917,1640,486,97162,48582,5518,1537,37465,1009,288000,39,055
"Greene County, Ohio",167567,38.6,140082,10757,5260,4912,81243,42862,16929,3858,71471,1027,222300,39,057
"Guernsey County, Ohio",38409,42.6,36110,714,471,154,53901,29642,6448,799,19051,801,145800,39,059
"Hamilton County, Ohio",827671,36.8,541412,210353,31018,23056,68249,42555,120457,22022,379583,961,205000,39,061
"Hancock County, Ohio",75072,39.4,68037,1322,4514,1458,67006,37479,7708,1428,33733,877,179600,39,063
"Hardin County, Ohio",30622,35.6,28818,363,654,260,55876,27566,5134,682,12920,755,125600,39,065
"Harrison County, Ohio",14528,46.1,13748,418,189,0,54056,30163,2194,268,7403,682,112500,39,067
"Henry County, Ohio",27601,41.8,25032,151,2196,50,71616,36504,2581,639,12045,846,157500,39,069
"Highland County, Ohio",43285,40.8,41206,740,589,47,60522,27971,6342,871,19010,736,146300,39,071
"Hocking County, Ohio",28104,42.6,26672,173,311,72,59007,29490,4598,627,13020,773,164100,39,073
"Holmes County, Ohio",44273,32.2,43447,83,455,30,72987,29238,3888,417,14527,749,245800,39,075
"Huron County, Ohio",58518,40.1,54431,415,4069,142,64144,30792,6351,1251,25519,805,151600,39,077
"Jackson County, Ohio",32563,40.1,31321,239,367,177,56549,28570,5555,863,14453,744,127500,39,079
"Jefferson County, Ohio",65280,44.3,58957,3494,1138,390,53124,30501,11465,1646,31246,760,115100,39,081
"Knox County, Ohio",62657,39.4,59230,542,1059,338,71246,32543,7645,991,25865,878,197400,39,083
"Lake County, Ohio",232236,43.9,204742,10946,11233,3253,76835,41195,17476,5511,105399,1027,189600,39,085
"Lawrence County, Ohio",57994,41.9,54757,890,606,366,51846,29226,10232,937,26579,806,127900,39,087
"Licking County, Ohio",178844,40.2,157835,7361,4001,4860,78505,39760,17152,2939,72722,960,232200,39,089
"Logan County, Ohio",46098,41.8,43041,742,915,300,69125,36215,4981,784,23711,802,168300,39,091
"Lorain County, Ohio",313101,41.9,254310,23561,33195,3932,67272,37171,41092,6724,134591,886,191900,39,093
"Lucas County, Ohio",430014,38.1,300496,81452,32993,7172,57265,34399,75081,14604,200495,879,144200,39,095
